"Story","Title","Result","Date","Stability","Duration (s)"
"Orange HRM -CRUD Employee Data","user delete Orange HRM employee successfully","SUCCESS","2022-04-16T12:15:58.665+07:00[Asia/Bangkok]","0.0","22.91"
